,Year,Country,Activity,Sex,dead
2111,2012,usa,swimming,F,No
2112,2012,usa,swimming,M,No
2113,2012,usa,swimming,F,No
2114,2012,usa,swimming,F,No
2115,2012,usa,swimming,M,No
2116,2012,usa,swimming,M,No
2117,2012,usa,swimming,F,No
2118,2012,usa,swimming,M,No
2119,2012,usa,swimming,M,No
2120,2012,usa,swimming,M,No
2121,2012,usa,swimming,F,No
2122,2011,usa,swimming,M,No
2123,2011,usa,swimming,M,No
2124,2010,usa,swimming,M,No
2125,2010,usa,swimming,F,Unknown
2126,2010,usa,swimming,M,No
2127,2010,usa,swimming,F,No
2128,2010,usa,swimming,F,No
2129,2009,usa,swimming,M,No
2130,2009,usa,swimming,M,Yes
2131,2009,usa,swimming,F,No
2132,2009,usa,swimming,M,No
2133,2009,usa,swimming,F,No
2134,2009,usa,swimming,F,No
2135,2009,usa,swimming,F,No
2136,2009,usa,swimming,M,No
2137,2009,usa,swimming,M,No
2138,2008,usa,swimming,M,No
2139,2008,usa,swimming,M,Unknown
2140,2008,usa,swimming,M,No
2141,2008,usa,swimming,M,No
2142,2008,usa,swimming,M,No
2143,2008,usa,swimming,F,No
2144,2008,usa,swimming,M,No
2145,2008,usa,swimming,M,Yes
2146,2007,usa,swimming,M,No
2147,2007,usa,swimming,M,No
2148,2007,usa,swimming,F,No
2149,2007,usa,swimming,M,No
2150,2007,usa,swimming,M,No
2151,2007,usa,swimming,F,Unknown
2152,2007,usa,swimming,F,No
2153,2007,usa,swimming,F,No
2154,2007,usa,swimming,M,No
2155,2006,usa,swimming,M,No
2156,2006,usa,swimming,M,No
2157,2006,usa,swimming,M,No
2158,2006,usa,swimming,F,No
2159,2006,usa,swimming,M,No
2160,2006,usa,swimming,F,No
2161,2005,usa,swimming,M,No
2162,2005,usa,swimming,M,No
2163,2005,usa,swimming,M,No
2164,2005,usa,swimming,M,No
2165,2005,usa,swimming,F,Yes
2166,2005,usa,swimming,M,Unknown
2167,2005,usa,swimming,M,No
2168,2005,usa,swimming,M,No
2169,2004,usa,swimming,M,No
2170,2004,usa,swimming,F,No
2171,2004,usa,swimming,F,No
2172,2004,usa,swimming,M,No
2173,2004,usa,swimming,M,No
2174,2004,usa,swimming,M,Unknown
2175,2004,usa,swimming,M,No
2176,2003,usa,swimming,M,Unknown
2177,2003,usa,swimming,M,No
2178,2003,usa,swimming,M,Yes
2179,2003,usa,swimming,F,Unknown
2180,2003,usa,swimming,F,Yes
2181,2003,usa,swimming,M,Unknown
2182,2003,usa,swimming,M,No
2183,2003,usa,swimming,M,No
2184,2003,usa,swimming,F,Unknown
2185,2003,usa,swimming,M,No
2186,2003,usa,swimming,M,No
2187,2003,usa,swimming,M,No
2188,2002,usa,swimming,F,No
2189,2002,usa,swimming,F,No
2190,2002,usa,swimming,F,No
2191,2002,usa,swimming,F,No
2192,2002,usa,swimming,F,No
2193,2002,usa,swimming,M,No
2194,2002,usa,swimming,M,No
2195,2002,usa,swimming,M,No
2196,2001,usa,swimming,F,No
2197,2001,usa,swimming,M,Yes
2198,2001,usa,swimming,F,No
2199,2001,usa,swimming,M,Yes
2200,2001,usa,swimming,M,No
2201,2001,usa,swimming,M,No
2202,2001,usa,swimming,M,No
2203,2001,usa,swimming,M,No
2204,2000,usa,swimming,M,No
2205,2000,usa,swimming,F,No
2206,2000,usa,swimming,M,No
2207,2000,usa,swimming,M,No
2208,2000,usa,swimming,M,No
2209,2000,usa,swimming,M,No
2210,2000,usa,swimming,M,No
2211,2000,usa,swimming,M,Unknown
2212,2000,usa,swimming,M,No
2213,2000,usa,swimming,M,No
2214,2000,usa,swimming,M,No
2215,1999,usa,swimming,F,No
2216,1999,usa,swimming,M,No
2217,1999,usa,swimming,M,No
2218,1999,usa,swimming,F,Yes
2219,1999,usa,swimming,F,No
2220,1998,usa,swimming,M,Yes
2221,1998,usa,swimming,F,No
2222,1998,usa,swimming,F,No
2223,1998,usa,swimming,M,No
2224,1998,usa,swimming,M,No
2225,1998,usa,swimming,M,No
2226,1998,usa,swimming,M,No
2227,1997,usa,swimming,M,No
2228,1997,usa,swimming,M,No
2229,1997,usa,swimming,F,No
2230,1996,usa,swimming,M,No
2231,1996,usa,swimming,M,No
2232,1996,usa,swimming,M,No
2233,1996,usa,swimming,M,No
2234,1996,usa,swimming,F,No
2235,1996,usa,swimming,M,No
2236,1995,usa,swimming,F,No
2237,1995,usa,swimming,M,Unknown
2238,1995,usa,swimming,M,No
2239,1995,usa,swimming,M,No
2240,1995,usa,swimming,M,Unknown
2241,1995,usa,swimming,F,No
2242,1995,usa,swimming,M,No
2243,1995,usa,swimming,F,No
2244,1995,usa,swimming,M,No
2245,1994,usa,swimming,F,No
2246,1993,usa,swimming,M,No
2247,1993,usa,swimming,F,No
2248,1993,usa,swimming,F,No
2249,1991,usa,swimming,M,No
2250,1991,usa,swimming,M,No
2251,1991,usa,swimming,M,No
2252,1991,usa,swimming,M,No
2253,1989,usa,swimming,M,No
2254,1989,usa,swimming,M,No
2255,1989,usa,swimming,M,Yes
2256,1988,usa,swimming,F,No
2257,1988,usa,swimming,M,No
2258,1988,usa,swimming,M,No
2259,1987,usa,swimming,F,No
2260,1987,usa,swimming,M,Yes
2261,1986,usa,swimming,F,No
2262,1985,usa,swimming,M,Unknown
2263,1984,usa,swimming,M,Unknown
2264,1984,usa,swimming,M,No
2265,1984,usa,swimming,Unknown,NA
2266,1984,usa,swimming,F,No
2267,1984,usa,swimming,F,No
2268,1983,usa,swimming,F,No
2269,1983,usa,swimming,M,No
2270,1982,usa,swimming,M,No
2271,1982,usa,swimming,M,Unknown
2272,1982,usa,swimming,F,No
2273,1982,usa,swimming,M,No
2274,1982,usa,swimming,F,No
2275,1982,usa,swimming,F,Yes
2276,1981,usa,swimming,M,No
2277,1981,usa,swimming,M,Yes
2278,1981,usa,swimming,F,Yes
2279,1981,usa,swimming,F,No
2280,1979,usa,swimming,M,No
2281,1977,usa,swimming,M,No
2282,1977,usa,swimming,M,No
2283,1976,usa,swimming,M,Yes
2284,1976,usa,swimming,M,Yes
2285,1976,usa,swimming,M,No
2286,1975,usa,swimming,F,No
2287,1975,usa,swimming,M,No
2288,1975,usa,swimming,M,No
2289,1975,usa,swimming,F,No
2290,1974,usa,swimming,M,Yes
2291,1974,usa,swimming,F,No
2292,1974,usa,swimming,F,No
2293,1973,usa,swimming,M,No
2294,1970,usa,swimming,M,No
2295,1966,usa,swimming,M,No
2296,1966,usa,swimming,M,No
2297,1966,usa,swimming,M,No
2298,1965,usa,swimming,M,No
2299,1964,usa,swimming,M,No
2300,1964,usa,swimming,M,No
2301,1964,usa,swimming,F,Unknown
2302,1963,usa,swimming,M,No
2303,1963,usa,swimming,M,Unknown
2304,1963,usa,swimming,M,Yes
2305,1961,usa,swimming,M,Unknown
2306,1961,usa,swimming,M,No
2307,1960,usa,swimming,M,No
2308,1960,usa,swimming,M,Yes
2309,1960,usa,swimming,M,No
2310,1960,usa,swimming,F,No
2311,1959,usa,swimming,M,No
2312,1959,usa,swimming,Unknown,Unknown
2313,1959,usa,swimming,M,No
2314,1958,usa,swimming,M,No
2315,1958,usa,swimming,M,No
2316,1958,usa,swimming,M,No
2317,1958,usa,swimming,M,No
2318,1957,usa,swimming,M,Yes
2319,1957,usa,swimming,M,Yes
2320,1957,usa,swimming,Unknown,No
2321,1956,usa,swimming,M,No
2322,1956,usa,swimming,M,No
2323,1956,usa,swimming,F,NA
2324,1955,usa,swimming,M,No
2325,1955,usa,swimming,M,Unknown
2326,1954,usa,swimming,M,No
2327,1953,usa,swimming,F,No
2328,1952,usa,swimming,M,Yes
2329,1952,usa,swimming,M,Yes
2330,1952,usa,swimming,M,No
2331,1952,usa,swimming,M,Yes
2332,1950,usa,swimming,M,No
2333,1950,usa,swimming,M,No
2334,1948,usa,swimming,M,No
2335,1948,usa,swimming,M,Yes
2336,1947,usa,swimming,M,Yes
2337,1945,usa,swimming,M,Yes
2338,1944,usa,swimming,M,No
2339,1944,usa,swimming,F,No
2340,1943,usa,swimming,M,Unknown
2341,1941,usa,swimming,M,No
2342,1938,usa,swimming,M,No
2343,1937,usa,swimming,M,Yes
2344,1936,usa,swimming,M,No
2345,1936,usa,swimming,M,Yes
2346,1936,usa,swimming,M,Yes
2347,1935,usa,swimming,M,Yes
2348,1934,usa,swimming,M,No
2349,1933,usa,swimming,M,No
2350,1933,usa,swimming,F,No
2351,1933,usa,swimming,M,Yes
2352,1932,usa,swimming,M,No
2353,1931,usa,swimming,M,No
2354,1931,usa,swimming,F,No
2355,1931,usa,swimming,M,No
2356,1931,usa,swimming,M,No
2357,1931,usa,swimming,M,No
2358,1930,usa,swimming,M,No
2359,1930,usa,swimming,M,No
2360,1930,usa,swimming,M,No
2361,1929,usa,swimming,M,No
2362,1929,usa,swimming,M,No
2363,1928,usa,swimming,M,No
2364,1928,usa,swimming,Unknown,Unknown
2365,1928,usa,swimming,M,Unknown
2366,1927,usa,swimming,M,No
2367,1926,usa,swimming,M,Yes
2368,1926,usa,swimming,M,No
2369,1926,usa,swimming,M,Yes
2370,1926,usa,swimming,F,No
2371,1925,usa,swimming,F,No
2372,1925,usa,swimming,M,No
2373,1924,usa,swimming,M,Yes
2374,1923,usa,swimming,M,No
2375,1922,usa,swimming,F,Yes
2376,1920,usa,swimming,M,Unknown
2377,1920,usa,swimming,M,No
2378,1919,usa,swimming,M,No
2379,1919,usa,swimming,M,No
2380,1919,usa,swimming,F,No
2381,1917,usa,swimming,M,No
2382,1917,usa,swimming,M,No
2383,1916,usa,swimming,F,Unknown
2384,1916,usa,swimming,M,No
2385,1916,usa,swimming,M,No
2386,1916,usa,swimming,M,Yes
2387,1916,usa,swimming,M,Yes
2388,1916,usa,swimming,M,Yes
2389,1916,usa,swimming,M,Yes
2390,1916,usa,swimming,M,No
2391,1914,usa,swimming,M,Yes
2392,1914,usa,swimming,M,Unknown
2393,1912,usa,swimming,M,Yes
2394,1912,usa,swimming,M,No
2395,1911,usa,swimming,M,Yes
2396,1911,usa,swimming,M,No
2397,1911,usa,swimming,M,No
2398,1909,usa,swimming,M,No
2399,1906,usa,swimming,M,Yes
2400,1906,usa,swimming,M,Yes
2401,1906,usa,swimming,M,Yes
2402,1905,usa,swimming,M,No
2403,1905,usa,swimming,M,No
2404,1904,usa,swimming,M,Yes
2405,1904,usa,swimming,M,Yes
2406,1902,usa,swimming,M,No
2407,1901,usa,swimming,M,No
2408,1900,usa,swimming,M,No
2409,1899,usa,swimming,M,Yes
2410,1898,usa,swimming,M,No
2411,1896,usa,swimming,M,No
2412,1896,usa,swimming,M,Yes
2413,1895,usa,swimming,M,Yes
2414,1894,usa,swimming,M,Yes
2415,1894,usa,swimming,M,No
2416,1894,usa,swimming,F,NA
2417,1894,usa,swimming,M,No
2418,1894,usa,swimming,M,NA
2419,1894,usa,swimming,M,No
2420,1889,usa,swimming,M,Yes
2421,1881,usa,swimming,M,Unknown
2422,1881,usa,swimming,M,Yes
2423,1881,usa,swimming,M,No
2424,1879,usa,swimming,M,No
2425,1878,usa,swimming,M,Yes
2426,1878,usa,swimming,M,Yes
2427,1876,usa,swimming,M,No
2428,1874,usa,swimming,M,No
2429,1870,usa,swimming,M,No
2430,1866,usa,swimming,M,Yes
2431,1865,usa,swimming,M,No
2432,1865,usa,swimming,M,Yes
2433,1864,usa,swimming,M,No
2434,1863,usa,swimming,M,No
2435,1860,usa,swimming,M,No
2436,1858,usa,swimming,M,Unknown
2437,1858,usa,swimming,M,Unknown
2438,1858,usa,swimming,M,Yes
2439,1857,usa,swimming,M,Yes
2440,1853,usa,swimming,M,Yes
2441,1852,usa,swimming,M,Yes
2442,1851,usa,swimming,M,Yes
2443,1850,usa,swimming,M,Yes
2444,1849,usa,swimming,F,Yes
2445,1848,usa,swimming,M,No
2446,1847,usa,swimming,M,Unknown
2447,1842,usa,swimming,M,No
2448,1837,usa,swimming,M,No
2449,1837,usa,swimming,M,No
2450,1817,usa,swimming,M,Yes
2451,1816,usa,swimming,M,Yes
2452,1780,usa,swimming,M,Yes
2453,1751,usa,swimming,M,Yes
2454,1642,usa,swimming,M,Yes
2455,NA,usa,swimming,M,No
2456,NA,usa,swimming,M,No
2457,NA,usa,swimming,M,Yes
2458,2018,australia,swimming,M,No
2459,2018,australia,swimming,F,No
2460,2018,australia,swimming,F,No
2461,2017,australia,swimming,M,No
2462,2017,australia,swimming,M,No
2463,2016,australia,swimming,M,No
2464,2015,australia,swimming,M,No
2465,2014,australia,swimming,M,Yes
2466,2014,australia,swimming,F,Yes
2467,2014,australia,swimming,M,No
2468,2011,australia,swimming,M,No
2469,2011,australia,swimming,M,Yes
2470,2011,australia,swimming,M,Unknown
2471,2011,australia,swimming,F,Unknown
2472,2010,australia,swimming,M,Unknown
2473,2009,australia,swimming,M,No
2474,2009,australia,swimming,M,No
2475,2008,australia,swimming,M,No
2476,2008,australia,swimming,M,No
2477,2007,australia,swimming,M,No
2478,2007,australia,swimming,M,Unknown
2479,2007,australia,swimming,M,Unknown
2480,2007,australia,swimming,F,No
2481,2007,australia,swimming,F,No
2482,2007,australia,swimming,M,Unknown
2483,2006,australia,swimming,M,No
2484,2006,australia,swimming,F,Yes
2485,2005,australia,swimming,M,No
2486,2004,australia,swimming,M,No
2487,2003,australia,swimming,M,No
2488,2003,australia,swimming,M,No
2489,2003,australia,swimming,M,No
2490,2003,australia,swimming,M,Yes
2491,2002,australia,swimming,M,Unknown
2492,2002,australia,swimming,M,Yes
2493,2002,australia,swimming,M,No
2494,2002,australia,swimming,M,No
2495,2000,australia,swimming,M,No
2496,2000,australia,swimming,M,Yes
2497,2000,australia,swimming,M,No
2498,2000,australia,swimming,M,No
2499,1997,australia,swimming,F,No
2500,1996,australia,swimming,M,No
2501,1996,australia,swimming,F,No
2502,1996,australia,swimming,F,No
2503,1996,australia,swimming,M,No
2504,1996,australia,swimming,F,No
2505,1994,australia,swimming,M,No
2506,1991,australia,swimming,M,No
2507,1990,australia,swimming,M,No
2508,1990,australia,swimming,M,No
2509,1989,australia,swimming,M,Unknown
2510,1989,australia,swimming,M,No
2511,1989,australia,swimming,F,No
2512,1987,australia,swimming,M,No
2513,1983,australia,swimming,F,Yes
2514,1983,australia,swimming,M,Yes
2515,1980,australia,swimming,M,No
2516,1975,australia,swimming,M,Yes
2517,1971,australia,swimming,M,No
2518,1969,australia,swimming,M,No
2519,1968,australia,swimming,F,No
2520,1967,australia,swimming,M,Yes
2521,1965,australia,swimming,M,No
2522,1964,australia,swimming,M,Yes
2523,1964,australia,swimming,M,Unknown
2524,1963,australia,swimming,M,Unknown
2525,1962,australia,swimming,M,No
2526,1962,australia,swimming,M,Unknown
2527,1961,australia,swimming,M,No
2528,1961,australia,swimming,M,No
2529,1960,australia,swimming,M,No
2530,1959,australia,swimming,M,Unknown
2531,1959,australia,swimming,M,No
2532,1958,australia,swimming,M,Yes
2533,1958,australia,swimming,F,Unknown
2534,1957,australia,swimming,M,No
2535,1956,australia,swimming,M,No
2536,1956,australia,swimming,M,Yes
2537,1956,australia,swimming,M,No
2538,1955,australia,swimming,M,Yes
2539,1954,australia,swimming,M,Yes
2540,1954,australia,swimming,M,Yes
2541,1954,australia,swimming,M,No
2542,1953,australia,swimming,M,No
2543,1951,australia,swimming,M,Yes
2544,1951,australia,swimming,M,No
2545,1950,australia,swimming,Unknown,No
2546,1950,australia,swimming,M,No
2547,1949,australia,swimming,M,No
2548,1949,australia,swimming,M,Yes
2549,1949,australia,swimming,M,No
2550,1949,australia,swimming,F,No
2551,1949,australia,swimming,M,Yes
2552,1948,australia,swimming,M,Yes
2553,1948,australia,swimming,M,Yes
2554,1947,australia,swimming,M,Yes
2555,1947,australia,swimming,M,No
2556,1946,australia,swimming,M,No
2557,1946,australia,swimming,M,No
2558,1946,australia,swimming,M,Yes
2559,1946,australia,swimming,M,Yes
2560,1946,australia,swimming,F,Yes
2561,1945,australia,swimming,M,Yes
2562,1944,australia,swimming,M,Unknown
2563,1942,australia,swimming,F,Yes
2564,1941,australia,swimming,M,No
2565,1941,australia,swimming,M,Unknown
2566,1940,australia,swimming,M,Yes
2567,1940,australia,swimming,M,No
2568,1939,australia,swimming,M,Unknown
2569,1939,australia,swimming,M,Yes
2570,1939,australia,swimming,M,No
2571,1938,australia,swimming,M,Yes
2572,1937,australia,swimming,M,Yes
2573,1937,australia,swimming,M,Yes
2574,1937,australia,swimming,M,No
2575,1937,australia,swimming,M,Yes
2576,1937,australia,swimming,M,Unknown
2577,1937,australia,swimming,M,Unknown
2578,1937,australia,swimming,M,Yes
2579,1937,australia,swimming,M,No
2580,1936,australia,swimming,M,Yes
2581,1936,australia,swimming,M,Yes
2582,1936,australia,swimming,M,Yes
2583,1936,australia,swimming,M,Yes
2584,1935,australia,swimming,M,Yes
2585,1934,australia,swimming,M,Yes
2586,1934,australia,swimming,M,No
2587,1934,australia,swimming,F,Yes
2588,1934,australia,swimming,M,Yes
2589,1934,australia,swimming,M,Yes
2590,1934,australia,swimming,M,No
2591,1934,australia,swimming,M,No
2592,1933,australia,swimming,M,Yes
2593,1932,australia,swimming,M,No
2594,1932,australia,swimming,M,No
2595,1931,australia,swimming,M,Unknown
2596,1931,australia,swimming,M,No
2597,1930,australia,swimming,M,No
2598,1929,australia,swimming,F,No
2599,1929,australia,swimming,M,Yes
2600,1929,australia,swimming,M,Yes
2601,1929,australia,swimming,M,Yes
2602,1929,australia,swimming,M,Yes
2603,1929,australia,swimming,M,Unknown
2604,1928,australia,swimming,M,No
2605,1927,australia,swimming,M,Yes
2606,1927,australia,swimming,M,Yes
2607,1926,australia,swimming,M,No
2608,1926,australia,swimming,F,Yes
2609,1925,australia,swimming,M,No
2610,1925,australia,swimming,M,Yes
2611,1924,australia,swimming,M,No
2612,1924,australia,swimming,M,Unknown
2613,1924,australia,swimming,F,No
2614,1924,australia,swimming,M,Unknown
2615,1924,australia,swimming,M,Yes
2616,1923,australia,swimming,M,No
2617,1923,australia,swimming,M,Yes
2618,1923,australia,swimming,M,Yes
2619,1922,australia,swimming,M,Yes
2620,1922,australia,swimming,M,Yes
2621,1922,australia,swimming,M,Yes
2622,1922,australia,swimming,M,Unknown
2623,1922,australia,swimming,M,Yes
2624,1922,australia,swimming,M,Yes
2625,1921,australia,swimming,M,No
2626,1920,australia,swimming,M,No
2627,1920,australia,swimming,M,Yes
2628,1919,australia,swimming,M,No
2629,1919,australia,swimming,M,Yes
2630,1919,australia,swimming,M,No
2631,1918,australia,swimming,M,Yes
2632,1917,australia,swimming,M,No
2633,1916,australia,swimming,M,No
2634,1916,australia,swimming,F,No
2635,1916,australia,swimming,M,Yes
2636,1916,australia,swimming,M,Yes
2637,1916,australia,swimming,M,Yes
2638,1916,australia,swimming,M,No
2639,1915,australia,swimming,M,No
2640,1915,australia,swimming,M,No
2641,1915,australia,swimming,M,No
2642,1915,australia,swimming,M,Yes
2643,1914,australia,swimming,M,No
2644,1914,australia,swimming,M,Yes
2645,1913,australia,swimming,M,No
2646,1912,australia,swimming,M,No
2647,1912,australia,swimming,M,Yes
2648,1912,australia,swimming,M,Yes
2649,1911,australia,swimming,M,Yes
2650,1910,australia,swimming,M,No
2651,1907,australia,swimming,M,Yes
2652,1907,australia,swimming,M,Yes
2653,1907,australia,swimming,M,No
2654,1907,australia,swimming,M,Yes
2655,1906,australia,swimming,M,Yes
2656,1906,australia,swimming,M,Yes
2657,1905,australia,swimming,M,Unknown
2658,1905,australia,swimming,M,Yes
2659,1905,australia,swimming,M,No
2660,1905,australia,swimming,Unknown,Unknown
2661,1905,australia,swimming,M,Unknown
2662,1905,australia,swimming,M,Unknown
2663,1904,australia,swimming,M,Yes
2664,1903,australia,swimming,M,Yes
2665,1903,australia,swimming,M,Yes
2666,1902,australia,swimming,M,Yes
2667,1902,australia,swimming,M,No
2668,1901,australia,swimming,M,No
2669,1901,australia,swimming,M,Yes
2670,1900,australia,swimming,M,Yes
2671,1900,australia,swimming,M,No
2672,1899,australia,swimming,F,Unknown
2673,1898,australia,swimming,M,Unknown
2674,1896,australia,swimming,M,Yes
2675,1896,australia,swimming,M,Yes
2676,1895,australia,swimming,M,Yes
2677,1895,australia,swimming,M,No
2678,1895,australia,swimming,M,Yes
2679,1894,australia,swimming,M,No
2680,1893,australia,swimming,M,No
2681,1893,australia,swimming,M,Unknown
2682,1892,australia,swimming,F,No
2683,1891,australia,swimming,M,No
2684,1890,australia,swimming,Unknown,Unknown
2685,1888,australia,swimming,M,Yes
2686,1886,australia,swimming,M,Yes
2687,1885,australia,swimming,M,No
2688,1883,australia,swimming,M,Yes
2689,1883,australia,swimming,M,Yes
2690,1883,australia,swimming,M,Yes
2691,1882,australia,swimming,M,Yes
2692,1881,australia,swimming,M,Unknown
2693,1880,australia,swimming,M,Yes
2694,1880,australia,swimming,F,No
2695,1879,australia,swimming,M,No
2696,1878,australia,swimming,M,No
2697,1878,australia,swimming,M,Yes
2698,1877,australia,swimming,M,No
2699,1877,australia,swimming,M,No
2700,1877,australia,swimming,M,Yes
2701,1877,australia,swimming,F,No
2702,1876,australia,swimming,M,Yes
2703,1876,australia,swimming,M,Yes
2704,1875,australia,swimming,M,Unknown
2705,1874,australia,swimming,M,No
2706,1874,australia,swimming,M,No
2707,1873,australia,swimming,M,Unknown
2708,1873,australia,swimming,M,No
2709,1870,australia,swimming,M,No
2710,1868,australia,swimming,M,Yes
2711,1864,australia,swimming,M,Unknown
2712,1863,australia,swimming,M,Yes
2713,1861,australia,swimming,M,No
2714,1860,australia,swimming,M,No
2715,1858,australia,swimming,M,Yes
2716,1856,australia,swimming,M,NA
2717,1855,australia,swimming,M,Yes
2718,1855,australia,swimming,M,Unknown
2719,1853,australia,swimming,M,No
2720,1852,australia,swimming,M,Unknown
2721,1849,australia,swimming,M,Yes
2722,1849,australia,swimming,M,Yes
2723,1847,australia,swimming,M,No
2724,1841,australia,swimming,M,Yes
2725,1840,australia,swimming,M,Yes
2726,1832,australia,swimming,M,No
2727,1825,australia,swimming,M,Yes
2728,NA,australia,swimming,M,Yes
2729,2017,south africa,swimming,M,Yes
2730,2015,south africa,swimming,F,No
2731,2014,south africa,swimming,Unknown,Unknown
2732,2014,south africa,swimming,M,Yes
2733,2013,south africa,swimming,M,Yes
2734,2013,south africa,swimming,M,No
2735,2012,south africa,swimming,M,Yes
2736,2012,south africa,swimming,M,Yes
2737,2011,south africa,swimming,M,No
2738,2010,south africa,swimming,M,Yes
2739,2009,south africa,swimming,M,Unknown
2740,2009,south africa,swimming,M,Yes
2741,2007,south africa,swimming,M,Yes
2742,2006,south africa,swimming,M,Unknown
2743,2004,south africa,swimming,F,Yes
2744,2004,south africa,swimming,M,Yes
2745,1995,south africa,swimming,M,No
2746,1995,south africa,swimming,M,Yes
2747,1994,south africa,swimming,M,No
2748,1992,south africa,swimming,M,No
2749,1986,south africa,swimming,M,No
2750,1985,south africa,swimming,M,Unknown
2751,1985,south africa,swimming,M,No
2752,1984,south africa,swimming,M,No
2753,1983,south africa,swimming,M,No
2754,1983,south africa,swimming,M,No
2755,1983,south africa,swimming,F,Unknown
2756,1982,south africa,swimming,F,No
2757,1982,south africa,swimming,M,No
2758,1981,south africa,swimming,M,No
2759,1981,south africa,swimming,M,Unknown
2760,1980,south africa,swimming,M,Unknown
2761,1980,south africa,swimming,M,No
2762,1980,south africa,swimming,M,No
2763,1979,south africa,swimming,M,No
2764,1977,south africa,swimming,M,No
2765,1976,south africa,swimming,M,Unknown
2766,1975,south africa,swimming,M,Unknown
2767,1974,south africa,swimming,M,No
2768,1974,south africa,swimming,M,No
2769,1974,south africa,swimming,M,No
2770,1972,south africa,swimming,M,No
2771,1972,south africa,swimming,M,Yes
2772,1971,south africa,swimming,F,No
2773,1971,south africa,swimming,M,No
2774,1971,south africa,swimming,M,Yes
2775,1965,south africa,swimming,Unknown,Unknown
2776,1964,south africa,swimming,M,No
2777,1964,south africa,swimming,M,Unknown
2778,1963,south africa,swimming,M,No
2779,1963,south africa,swimming,M,Yes
2780,1963,south africa,swimming,M,No
2781,1962,south africa,swimming,M,Yes
2782,1961,south africa,swimming,M,Yes
2783,1961,south africa,swimming,M,No
2784,1960,south africa,swimming,M,Yes
2785,1959,south africa,swimming,M,No
2786,1958,south africa,swimming,M,Yes
2787,1958,south africa,swimming,M,Yes
2788,1958,south africa,swimming,M,Yes
2789,1954,south africa,swimming,M,No
2790,1953,south africa,swimming,F,No
2791,1953,south africa,swimming,M,No
2792,1951,south africa,swimming,M,No
2793,1951,south africa,swimming,M,Yes
2794,1947,south africa,swimming,M,No
2795,1946,south africa,swimming,M,No
2796,1946,south africa,swimming,M,No
2797,1944,south africa,swimming,M,Yes
2798,1944,south africa,swimming,M,Yes
2799,1944,south africa,swimming,M,Yes
2800,1943,south africa,swimming,M,No
2801,1943,south africa,swimming,M,Yes
2802,1942,south africa,swimming,M,No
2803,1942,south africa,swimming,M,Yes
2804,1940,south africa,swimming,M,Yes
2805,1940,south africa,swimming,M,Yes
2806,1940,south africa,swimming,M,Yes
2807,1940,south africa,swimming,Unknown,Unknown
2808,1938,south africa,swimming,M,No
2809,1934,south africa,swimming,M,Yes
2810,1934,south africa,swimming,M,No
2811,1930,south africa,swimming,M,No
2812,1930,south africa,swimming,M,Yes
2813,1927,south africa,swimming,M,Yes
2814,1926,south africa,swimming,M,No
2815,1926,south africa,swimming,M,NA
2816,1924,south africa,swimming,M,Yes
2817,1924,south africa,swimming,M,No
2818,1922,south africa,swimming,M,No
2819,1911,south africa,swimming,M,Yes
2820,1911,south africa,swimming,M,Yes
2821,1908,south africa,swimming,M,Yes
2822,1905,south africa,swimming,M,Yes
2823,1902,south africa,swimming,M,Unknown
2824,1901,south africa,swimming,M,Yes
2825,1900,south africa,swimming,M,Yes
2826,1900,south africa,swimming,M,Unknown
2827,1900,south africa,swimming,M,No
2828,1894,south africa,swimming,M,Yes
2829,1890,south africa,swimming,M,Yes
2830,1887,south africa,swimming,M,Yes
2831,1886,south africa,swimming,M,Yes
2832,1884,south africa,swimming,M,Yes
2833,1863,south africa,swimming,M,Unknown
2834,1862,south africa,swimming,M,No
2835,1852,south africa,swimming,M,Yes
2836,NA,south africa,swimming,M,Yes
2837,NA,south africa,swimming,M,Yes
2838,NA,south africa,swimming,M,Yes
2839,NA,south africa,swimming,M,Yes
2840,1968,papua,swimming,M,Yes
2841,1968,papua,swimming,Unknown,Yes
2842,1966,papua,swimming,F,Yes
2843,1966,papua,swimming,F,Yes
2844,1966,papua,swimming,F,Yes
2845,1966,papua,swimming,F,Yes
2846,1964,papua,swimming,M,No
2847,1963,papua,swimming,M,No
2848,1962,papua,swimming,M,Yes
2849,1962,papua,swimming,M,No
2850,1959,papua,swimming,Unknown,Yes
2851,1958,papua,swimming,M,Yes
2852,1955,papua,swimming,M,No
2853,1955,papua,swimming,M,No
2854,1954,papua,swimming,M,Yes
2855,1954,papua,swimming,M,No
2856,1949,papua,swimming,M,No
2857,1939,papua,swimming,M,Yes
2858,1935,papua,swimming,M,Yes
2859,1925,papua,swimming,M,Yes
2860,NA,papua,swimming,M,Yes
2861,NA,papua,swimming,M,No
2862,2013,nz,swimming,M,Yes
2863,2010,nz,swimming,M,No
2864,2009,nz,swimming,M,Yes
2865,2009,nz,swimming,M,No
2866,2003,nz,swimming,M,Yes
2867,1999,nz,swimming,F,No
2868,1999,nz,swimming,F,No
2869,1972,nz,swimming,M,No
2870,1964,nz,swimming,M,Yes
2871,1962,nz,swimming,M,No
2872,1929,nz,swimming,F,No
2873,1919,nz,swimming,F,No
2874,1912,nz,swimming,M,No
2875,1910,nz,swimming,M,No
2876,1906,nz,swimming,M,Unknown
2877,1904,nz,swimming,M,Yes
2878,1896,nz,swimming,M,Yes
2879,1895,nz,swimming,M,No
