,Year,Country,Activity,Sex,dead
2880,1893,nz,swimming,M,Yes
2881,1892,nz,swimming,M,No
2882,1891,nz,swimming,M,No
2883,1890,nz,swimming,M,Yes
2884,1887,nz,swimming,M,Yes
2885,1886,nz,swimming,M,Unknown
2886,1885,nz,swimming,M,No
2887,1882,nz,swimming,M,No
2888,1882,nz,swimming,M,No
2889,1875,nz,swimming,M,Yes
2890,1868,nz,swimming,M,No
2891,1864,nz,swimming,M,No
2892,1862,nz,swimming,M,No
2893,1861,nz,swimming,M,No
2894,1860,nz,swimming,M,No
2895,1860,nz,swimming,M,Yes
2896,1852,nz,swimming,M,Yes
